window_seconds,otp_requests,request_velocity_per_sec,unique_phone_count,unique_ip_count,unique_device_count,ip_phone_ratio,device_phone_ratio,prefix_concentration,sequential_phone_score,country_entropy,carrier_entropy,success_rate,failure_rate,avg_interarrival_ms,new_account_ratio,night_request_ratio,repeat_phone_ratio,repeat_ip_ratio,risk_country_ratio,attack_type,label
60,61,1.0166666666666666,22,9,11,0.4090909090909091,0.5,0.7582604166007022,0.10612334168585907,1.0,0.220180533442165,0.02,0.98,1501.7946151158503,0.6161976164191346,0.4273560829792719,0.639344262295082,0.8524590163934427,0.5460848593270373,normal,0
60,47,0.7833333333333333,33,4,12,0.12121212121212122,0.36363636363636365,0.25785867597013823,0.25035169258511697,0.19554718255719367,0.250500621461655,0.0728256223563434,0.9271743776436566,740.9872300141715,0.9640902243401402,0.7560375032450045,0.2978723404255319,0.9148936170212766,0.4717979798548058,sms_pumping,1
60,75,1.25,59,2,10,0.03389830508474576,0.1694915254237288,0.4729081957291489,0.24336057248850534,0.7850637315986216,0.3866308552630334,0.1601358582746893,0.8398641417253108,1950.3688250840507,0.7453385369926755,0.6940967200995873,0.21333333333333337,0.9733333333333334,0.0,flooding,1
60,54,0.9,41,7,5,0.17073170731707318,0.12195121951219512,0.33297494281059886,0.24439030542196621,0.8478593990866934,0.7440761475213783,0.06430308791813891,0.9356969120818611,80.0,0.7982883976263506,0.9944367702500377,0.2407407407407407,0.8703703703703703,0.7092010653975572,flooding,1
60,32,0.5333333333333333,21,7,1,0.3333333333333333,0.047619047619047616,0.33585673941273153,0.1771166895412442,0.34233241771685163,0.919717009477822,0.17760060496336152,0.8223993950366385,681.8060453747348,0.6285980310440038,0.37978417517203894,0.34375,0.78125,0.24494423637577853,normal,0
60,22,0.36666666666666664,22,8,8,0.36363636363636365,0.36363636363636365,0.6073735251880356,1.0,0.19102983194780296,0.10102113165424742,0.0969130334523637,0.9030869665476363,562.9261978459301,0.5871109993875424,0.27769557994238536,0.0,0.6363636363636364,0.33337833400431693,sequential_spray,1
60,37,0.6166666666666667,29,9,11,0.3103448275862069,0.3793103448275862,0.4958578371114272,0.3299276479038506,0.6981092507378694,0.11858120406128157,0.0,1.0,847.124779491124,0.9941578565607453,0.31373257035266006,0.21621621621621623,0.7567567567567568,0.37687357708733893,sms_pumping,1
60,41,0.6833333333333333,38,12,6,0.3157894736842105,0.15789473684210525,0.8287121314580455,0.6339499697442116,0.6760258537943219,0.0669807042654685,0.040897334673510234,0.9591026653264898,1202.031628402754,0.792359479505444,0.568136142351181,0.07317073170731703,0.7073170731707317,0.22555665884461526,sms_pumping,1
60,8,0.13333333333333333,8,5,6,0.625,0.75,0.19603006298521583,0.015171522902335758,0.3417357048730863,0.34885695960816976,0.7385192113007518,0.2614807886992482,9194.418648097848,0.1539919116294797,0.20160236090686348,0.0,0.375,0.12089364609232192,normal,0
60,4,0.06666666666666667,3,3,3,1.0,1.0,0.23961625459895614,0.017504610552725123,0.1886301416353727,0.3024548477087563,0.3116042864320805,0.6883957135679195,9232.846839194268,0.21811037695490032,0.0,0.25,0.25,0.16904475206740435,normal,0
60,20,0.3333333333333333,19,6,14,0.3157894736842105,0.7368421052631579,0.28220383733814347,0.031715237521928,0.29593611349566795,0.5417624783013716,0.47494317966275534,0.5250568203372447,3294.1556753328855,0.35502557893057457,0.26181311951251723,0.050000000000000044,0.7,0.14219181016792953,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.36567115112769866,0.12360716114654635,0.0,0.15511437439958642,0.500975437277682,0.499024562722318,10746.25984976923,0.2601764950621314,0.48011492887099144,0.0,0.0,0.12314354789787071,normal,0
60,21,0.35,14,8,16,0.5714285714285714,1.1428571428571428,0.21138620726299842,0.08498366081069707,0.24300137356593632,0.6593936892165284,0.08,0.92,8390.686378201497,0.43801685526910783,0.36528271793070194,0.33333333333333337,0.6190476190476191,0.11414215085582963,flooding,1
60,65,1.0833333333333333,43,6,7,0.13953488372093023,0.16279069767441862,0.08612193512502717,0.09820201780625994,0.4521289889775753,0.7388862133851317,0.0,1.0,80.0,0.6984695325417539,0.32051481352731476,0.3384615384615385,0.9076923076923077,0.37036696354192555,flooding,1
60,38,0.6333333333333333,38,7,7,0.18421052631578946,0.18421052631578946,0.4218987567429538,0.7549075050830044,0.18594330094552433,0.06798475703921854,0.06891682354157376,0.9310831764584262,227.901647668032,0.7302601347382601,0.598340820721428,0.0,0.8157894736842105,0.5984120833560186,sequential_spray,1
60,3,0.05,3,2,2,0.6666666666666666,0.6666666666666666,0.21980808768377783,0.0,0.25407195124043197,0.6963856648415744,0.9654995833837303,0.03450041661626968,8607.201514434078,0.5194071377994146,0.05493084144569567,0.0,0.33333333333333337,0.026403541225588557,normal,0
60,3,0.05,3,1,2,0.3333333333333333,0.6666666666666666,0.17922249368238355,0.09270210190868057,0.3048881283335032,0.45481154061263607,1.0,0.0,9153.0692464638,0.13994233626617367,0.247027989856491,0.0,0.6666666666666667,0.0597880775056428,normal,0
60,3,0.05,2,2,2,1.0,1.0,0.15531298704672178,0.0,0.562777305193687,0.821243313479057,0.7580758570947935,0.24192414290520647,9035.426133632734,0.39044968746080194,0.1913982503325,0.33333333333333337,0.33333333333333337,0.20113547861469988,normal,0
60,5,0.08333333333333333,5,4,3,0.8,0.6,0.05,0.0,0.4814015248659992,0.46213581940741355,0.7416820113140326,0.25831798868596745,10271.417027031732,0.3479630917334407,0.6184007888592863,0.0,0.19999999999999996,0.04986361181679792,normal,0
60,9,0.15,7,5,6,0.7142857142857143,0.8571428571428571,0.1145505101762246,0.14589212718815106,0.22743255987330244,0.7352156244425364,0.6865453136116453,0.3134546863883547,9526.761066928522,0.4561700754709494,0.29154192859273653,0.2222222222222222,0.4444444444444444,0.02230076817544033,normal,0
60,8,0.13333333333333333,7,4,5,0.5714285714285714,0.7142857142857143,0.13935391271297612,0.0,0.45914324507717086,0.16592122868922216,0.9532735882251432,0.04672641177485681,5451.3195362870165,0.5107362148978927,0.21174445011249762,0.125,0.5,0.11309037391581432,normal,0
60,4,0.06666666666666667,3,2,3,0.6666666666666666,1.0,0.27494307800178985,0.022487952737660393,0.3367938533267661,0.4972016256840349,0.7896239197964148,0.21037608020358523,4399.330350903933,0.45577040663049295,0.20998843924405025,0.25,0.5,0.11948342056704996,normal,0
60,58,0.9666666666666667,35,3,15,0.08571428571428572,0.42857142857142855,0.46831067888114974,0.29033225761223813,0.6036841442123887,0.6872651240581416,0.1647711756591868,0.8352288243408132,80.0,0.8085139585117161,0.3038623679883134,0.39655172413793105,0.9482758620689655,0.2933867588146046,flooding,1
60,2,0.03333333333333333,2,1,2,0.5,1.0,0.18989385340471002,0.0,0.12015795053083471,0.14955451668415276,0.5810699605235883,0.4189300394764117,8587.963146817363,0.2371441862845805,0.19799208230964177,0.0,0.5,0.1667806075048623,normal,0
60,57,0.95,53,12,16,0.22641509433962265,0.3018867924528302,0.4554603776175582,0.22717684564556465,0.6567878247783668,0.12849224802468065,0.05840971852776295,0.941590281472237,100.0,0.8513609712976609,0.2286640503784766,0.07017543859649122,0.7894736842105263,0.03544337570913228,sms_pumping,1
60,24,0.4,17,1,5,0.058823529411764705,0.29411764705882354,0.22026277579409684,0.2034065612823086,0.534024323431592,0.5504819314627303,0.22933658613097918,0.7706634138690208,2098.668354101919,0.8435130218296163,0.36985287539582634,0.29166666666666663,0.9583333333333334,0.20648115951257842,flooding,1
60,67,1.1166666666666667,30,7,7,0.23333333333333334,0.23333333333333334,0.4571353147834273,0.43230887019628506,0.585994396280302,0.3137805635045888,0.42372170710652135,0.5762782928934786,1884.2680000393204,0.4412142084883751,0.41395627199695567,0.5522388059701493,0.8955223880597015,0.678246234523371,normal,0
60,53,0.8833333333333333,43,7,10,0.16279069767441862,0.23255813953488372,0.9372451823123934,0.09202632818777945,0.22460843337284236,0.07269176163130024,0.023732787269659647,0.9762672127303403,1382.8336798173873,0.8542121765102857,0.28490562843920997,0.18867924528301883,0.8679245283018868,0.3074408832443336,sms_pumping,1
60,50,0.8333333333333334,48,10,10,0.20833333333333334,0.20833333333333334,0.7120641516525463,0.3822837521059376,0.32677980066183876,0.3777334177825404,0.0,1.0,780.6848001073831,0.9684665029553189,0.5710872804879228,0.040000000000000036,0.8,0.34457282402447237,sms_pumping,1
60,2,0.03333333333333333,2,1,2,0.5,1.0,0.08776781652798489,0.03207883811827103,0.48628818186367395,0.19819349186935517,0.7763294405681931,0.22367055943180691,7251.004498887638,0.30540563949483646,0.6066661460864389,0.0,0.5,0.03291953411723513,normal,0
60,4,0.06666666666666667,3,2,3,0.6666666666666666,1.0,0.33995585369046727,0.09642619567560137,0.288091738733956,0.3244148893986363,0.7303366394603433,0.26966336053965667,8478.846197741052,0.011192800473204543,0.12658422198033478,0.25,0.5,0.09021991309949075,normal,0
60,76,1.2666666666666666,36,7,19,0.19444444444444445,0.5277777777777778,0.4412976262508393,0.1564536915972155,0.7934000869431198,0.46443871636709416,0.04793836633056122,0.9520616336694387,1963.7639081314903,0.5908778138019692,0.594621112540551,0.5263157894736843,0.9078947368421053,0.325563201066209,flooding,1
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.25650037014543725,0.18709393913346434,0.31859450856449556,0.6654880724505848,0.973430798867528,0.026569201132471965,10400.31131310291,0.2046670274006732,0.21624683087596872,0.0,0.0,0.11522203142563876,normal,0
60,26,0.43333333333333335,22,4,25,0.18181818181818182,1.1363636363636365,0.24943917570844726,0.030071176347774575,0.352710819533271,0.42745043373660363,0.5264335425603408,0.4735664574396592,1252.2801258421487,0.37675348333263964,0.3859485648119645,0.15384615384615385,0.8461538461538461,0.22212544087021713,normal,0
60,5,0.08333333333333333,4,2,4,0.5,1.0,0.22741512964667837,0.0,0.24088160335646838,0.16173377309882567,0.9162526959180196,0.08374730408198039,9657.925060652926,0.37363465336699797,0.1258579157924447,0.19999999999999996,0.6,0.09691978556682433,normal,0
60,30,0.5,27,8,14,0.2962962962962963,0.5185185185185185,0.5791512360806598,0.41806734414628827,0.3806744603254881,0.3692930071733542,0.15552668247851723,0.8444733175214828,3078.1303548022784,0.8932538627685667,0.6100237205565276,0.09999999999999998,0.7333333333333334,0.8520274499315073,sms_pumping,1
60,71,1.1833333333333333,65,6,18,0.09230769230769231,0.27692307692307694,0.19689620344141914,0.1587675833639955,0.22174946235376244,0.6914667237041349,0.21269741636643627,0.7873025836335638,80.0,0.742979493045655,1.0,0.08450704225352113,0.9154929577464789,0.7235607013594397,flooding,1
60,68,1.1333333333333333,36,8,13,0.2222222222222222,0.3611111111111111,0.2408435790219233,0.1683286975427432,0.8272301905966546,0.7077622766485008,0.0,1.0,1980.4577475720841,0.6617105068973647,0.4624841563200617,0.47058823529411764,0.8823529411764706,0.3091409141791988,flooding,1
60,37,0.6166666666666667,29,15,11,0.5172413793103449,0.3793103448275862,0.8202144825565524,0.4143790691298925,0.2739946224413877,0.2980116421841382,0.08971821235722217,0.9102817876427778,2590.124493181924,0.7357791602974848,1.0,0.21621621621621623,0.5945945945945945,0.4571404971937128,sms_pumping,1
60,5,0.08333333333333333,5,3,3,0.6,0.6,0.25906182206474315,0.05585769683735954,0.15980498238248445,0.47513069480808884,0.6614398916876622,0.33856010831233785,9393.58048911086,0.08071251313874937,0.12229906129854788,0.0,0.4,0.12055367892946217,normal,0
60,4,0.06666666666666667,4,2,3,0.5,0.75,0.18843677212761076,0.22877865898287955,0.19774337527585084,0.2476542541497398,0.9979448402171964,0.002055159782803573,9150.639852811062,0.26769230522422643,0.018456004730143374,0.0,0.5,0.2621381854710906,normal,0
60,10,0.16666666666666666,8,7,4,0.875,0.5,0.31279606438316904,0.22808378445074493,0.3450966054061052,0.6232303114548393,0.37428439489773363,0.6257156051022663,2858.230226714992,0.7922142667167298,0.0,0.19999999999999996,0.30000000000000004,0.1315174242605944,normal,0
60,4,0.06666666666666667,3,2,3,0.6666666666666666,1.0,0.18369190806694002,0.0,0.22587001590325398,0.6547173293250014,0.5837557996251913,0.4162442003748087,10980.878684537174,0.30174639322429986,0.22873054500283263,0.25,0.5,0.022021772308408984,normal,0
60,21,0.35,19,5,17,0.2631578947368421,0.8947368421052632,0.2929023710228933,0.15472155863319162,0.5434989176419948,0.4220516301755823,0.5323045536614066,0.4676954463385934,2032.5745992871814,0.4678558321274359,0.19016072526848718,0.09523809523809523,0.7619047619047619,0.2988960522090573,flooding,1
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.15597486496767154,0.027231737001189197,0.0027350048399757466,0.15192272476318802,0.7168370831042999,0.28316291689570006,5882.4163752976065,0.5477107714530833,0.0,0.0,0.0,0.21649736090943086,normal,0
60,6,0.1,4,3,4,0.75,1.0,0.05,0.0035296547927982243,0.44070375271080836,0.4082200914808168,0.6567510493592228,0.3432489506407772,8812.374682120419,0.12453692554353941,0.057989726160476665,0.33333333333333337,0.5,0.17862636746073723,normal,0
60,41,0.6833333333333333,39,6,10,0.15384615384615385,0.2564102564102564,0.48627994637034466,0.3196577787265789,0.5114878032246142,0.5024518610705897,0.03948518378452383,0.9605148162154762,1032.626228775124,0.5922860282273628,0.7791245794012832,0.04878048780487809,0.8536585365853658,0.3392258716727615,sms_pumping,1
60,60,1.0,42,8,16,0.19047619047619047,0.38095238095238093,0.37124844478692415,0.5028451070105582,0.5769959186945821,0.46284789892811234,0.159520582888624,0.840479417111376,80.0,1.0,0.403136357633703,0.30000000000000004,0.8666666666666667,0.4118114996108184,flooding,1
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.1731533393003814,0.0,0.0,0.98,0.781098909357147,0.218901090642853,12604.164233288951,0.6014383390471549,0.045078638602620937,0.0,0.0,0.08066568136341841,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.3024035489130239,0.004322288385013018,0.31591724896654605,0.5303694894129624,0.6633331109716544,0.33666688902834563,10320.954158872675,0.37337053981496005,0.04926056524349796,0.0,0.0,0.04143177887368293,normal,0
60,4,0.06666666666666667,4,1,3,0.25,0.75,0.28071351195331107,0.0,0.4316678924823221,0.30045264115433423,1.0,0.0,10951.744553194794,0.17508282901383748,0.16939351111760698,0.0,0.75,0.042372006200593545,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.32922083262221197,0.03589696322764028,0.332352479247182,0.6029123344058371,0.4290242086612528,0.5709757913387472,10189.308708955967,0.5646926632767889,0.12134089555891779,0.0,0.0,0.15241005703589278,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.2145270437645684,0.0,0.08956155973473054,0.05,0.6045719320800274,0.39542806791997265,6246.548208559709,0.7369353358334201,0.048699950074044554,0.0,0.0,0.21324222098748016,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.09364647975044825,0.0,0.12948163132150792,0.7056309854725401,0.7693629574855642,0.23063704251443584,12926.612915828395,0.36113749534319295,0.11938391289536927,0.0,0.0,0.18840973476626888,normal,0
60,21,0.35,16,9,12,0.5625,0.75,0.5505804004762797,0.12918340241892487,0.3663562825914425,0.4200317850013408,0.8350108340778554,0.16498916592214463,2803.6672582456913,0.4044534321982742,0.26059395152895587,0.23809523809523814,0.5714285714285714,0.10892629761027463,normal,0
60,42,0.7,38,7,16,0.18421052631578946,0.42105263157894735,0.8633703746202274,0.2843953033765395,0.5420035151973029,0.3142601118093538,0.0,1.0,100.0,0.7319898021349062,0.25225537168308154,0.09523809523809523,0.8333333333333334,0.3305863940342823,sms_pumping,1
60,5,0.08333333333333333,4,2,1,0.5,0.25,0.33629655097638406,0.0033917786483014752,0.20709112759975487,0.05,0.5378756453258542,0.4621243546741458,6075.240634463619,0.5699103275059481,0.3034588161323122,0.19999999999999996,0.6,0.0,normal,0
60,12,0.2,7,6,9,0.8571428571428571,1.2857142857142858,0.4362761124096361,0.0,0.4315803819653878,0.4863097271541757,0.6865343175513917,0.3134656824486083,2616.836560455896,0.4755258569368312,0.14791036387849688,0.41666666666666663,0.5,0.0,normal,0
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.1354743938362064,0.09295443781218118,0.14003528569676021,0.23063306278187995,0.6445849830448086,0.3554150169551914,11876.66410227259,0.28243490394898774,0.15050272200155843,0.0,0.0,0.12847248841936657,normal,0
60,5,0.08333333333333333,5,3,2,0.6,0.4,0.09050067835442949,0.047050887761837905,0.0,0.14183354632495146,0.7013888288687125,0.29861117113128754,11996.970578564395,0.3975011669613777,0.10923683050406659,0.0,0.4,0.016387967411964414,normal,0
60,29,0.48333333333333334,28,19,28,0.6785714285714286,1.0,0.7289245786112731,0.07995903845265681,0.7974315299658579,0.39507335630694007,0.29363341061385917,0.7063665893861408,3555.537668713136,0.6012799980857801,0.44974323900043855,0.03448275862068961,0.3448275862068966,0.0,flooding,1
60,3,0.05,3,2,2,0.6666666666666666,0.6666666666666666,0.158033537532049,0.12083020423193,0.5031618884371736,0.5854992691849327,0.8778071839276556,0.12219281607234445,9781.756545310547,0.46979789980504294,0.0011991069523020548,0.0,0.33333333333333337,0.0938853585052146,normal,0
60,33,0.55,28,17,24,0.6071428571428571,0.8571428571428571,0.17624802389443683,0.2407295406393227,0.164605205411971,0.4290238731297283,0.33108135396202254,0.6689186460379775,3986.3923773415454,0.4028303507266522,0.12697010675116382,0.1515151515151515,0.48484848484848486,0.22948256852135077,sms_pumping,1
60,30,0.5,28,24,28,0.8571428571428571,1.0,0.1619254215663948,0.2814877871844905,0.5156751469915142,0.10608131252379738,0.47094808885697126,0.5290519111430287,350.0,0.24426587111833792,0.48273809742522245,0.06666666666666665,0.19999999999999996,0.4756495803739989,flooding,1
60,2,0.03333333333333333,2,1,2,0.5,1.0,0.22579104033960531,0.0,0.24111701588833628,0.3327158612081575,0.42056496467388454,0.5794350353261155,8160.24043333436,0.3673721794083366,0.22424268047850227,0.0,0.5,0.06461255875362104,normal,0
60,31,0.5166666666666667,27,6,16,0.2222222222222222,0.5925925925925926,0.274007363494181,0.4253874320213083,0.32561431284164916,0.25688867056582115,0.17430176069076692,0.8256982393092331,1306.4526605819535,0.8793082642600437,0.35821765840496866,0.12903225806451613,0.8064516129032258,0.6595715957155073,sms_pumping,1
60,4,0.06666666666666667,4,2,3,0.5,0.75,0.05346844615835049,0.0,0.14089836455811836,0.6126745378946652,1.0,0.0,6119.312515002928,0.44538030187802413,0.2853413388977787,0.0,0.5,0.221007316324137,normal,0
60,4,0.06666666666666667,3,2,3,0.6666666666666666,1.0,0.19584836315836063,0.05228654156395558,0.4095074889759681,0.7753601765012701,0.3356647923443834,0.6643352076556166,9889.872424435067,0.1289917959879792,0.0,0.25,0.5,0.12809076706786673,normal,0
60,5,0.08333333333333333,3,2,3,0.6666666666666666,1.0,0.26546592858340473,0.0,0.23983367573443165,0.6101439660682214,0.8142250959264691,0.18577490407353092,9810.749581570657,0.3507160530949709,0.10700126265625785,0.4,0.6,0.005874134124772507,normal,0
60,33,0.55,27,3,9,0.1111111111111111,0.3333333333333333,0.10339631451804,0.24201697702436673,0.525275910877851,0.7995090425087781,0.1825075331864229,0.8174924668135771,661.993786545365,0.9444353350638777,0.576310531006001,0.18181818181818177,0.9090909090909091,0.3224006218001748,flooding,1
60,1,0.016666666666666666,1,1,1,1.0,1.0,0.39388213797023386,0.0,0.30376727570934,0.6109498660341133,0.6867947186869111,0.3132052813130889,10890.361987061227,0.5511599850681556,0.08250557703968706,0.0,0.0,0.08593658609948678,normal,0
60,2,0.03333333333333333,2,1,1,0.5,0.5,0.23594254772843765,0.041782080103029695,0.6145471899588478,0.6519911113632723,0.6730752254179594,0.3269247745820406,10108.959046836342,0.15973930162890454,0.015195381620409322,0.0,0.5,0.21816677246962876,normal,0
60,2,0.03333333333333333,1,1,1,1.0,1.0,0.36604924324990235,0.0492699205221897,0.19523977977047755,0.4713916087734411,0.5922912835623998,0.4077087164376002,10902.70740111932,0.24762986172790824,0.360396259035183,0.5,0.5,0.0,normal,0
60,5,0.08333333333333333,5,2,2,0.4,0.4,0.17766833507452534,0.022359902187011775,0.2742214183514471,0.6565212692103757,0.5563682440491984,0.4436317559508016,12123.434319992128,0.7411471261317576,0.0,0.0,0.6,0.020088125576456572,normal,0
60,48,0.8,35,9,13,0.2571428571428571,0.37142857142857144,0.2982192586959456,0.16733009002412466,0.5889493084865288,0.47905725701601487,0.17610166265589816,0.8238983373441018,1844.5923299459796,0.9067158425033461,0.3440940327021937,0.27083333333333337,0.8125,0.6409185014919947,flooding,1
60,4,0.06666666666666667,4,3,3,0.75,0.75,0.13301730397378594,0.07353948458141259,0.0,0.7624275396905659,0.8189806547811648,0.18101934521883523,6554.61386998173,0.24724763386116763,0.0,0.0,0.25,0.028888359989404356,normal,0
60,4,0.06666666666666667,4,3,2,0.75,0.5,0.27222688005528084,0.07826932688216318,0.08992369172024743,0.5998253178613248,0.5974826914548711,0.4025173085451289,7629.164305608569,0.5938036225098318,0.2858898312499243,0.0,0.25,0.0007652884547995006,normal,0
60,8,0.13333333333333333,6,5,8,0.8333333333333334,1.3333333333333333,0.1882750703944179,0.008130260231900801,0.0,0.6637388305969396,0.9314220817344857,0.06857791826551429,11151.871242927107,0.2057961264519366,0.0,0.25,0.375,0.0,normal,0
60,60,1.0,46,9,2,0.1956521739130435,0.043478260869565216,0.3053472495168559,0.3203439420370315,1.0,0.6937222748180996,0.0,1.0,80.0,0.44765534747617347,0.6099840280960961,0.23333333333333328,0.85,0.2699618849611046,flooding,1
60,3,0.05,3,2,2,0.6666666666666666,0.6666666666666666,0.3097552875283526,0.09770708004753051,0.29670532639049885,0.21501198213877468,0.8708368878994137,0.12916311210058629,9338.750711502009,0.35697357938032703,0.0,0.0,0.33333333333333337,0.09184647211939406,normal,0
60,21,0.35,17,19,15,1.1176470588235294,0.8823529411764706,0.32704031650602866,0.0,0.5544683697643247,0.4083626540824917,0.7664881452366278,0.23351185476337222,2095.2397270253878,0.2988760376857512,0.294553572784272,0.19047619047619047,0.09523809523809523,0.15456248531357167,normal,0
60,5,0.08333333333333333,4,2,3,0.5,0.75,0.056614684719289814,0.0,0.30025924130622134,0.6897491872308935,0.7888627238563353,0.21113727614366473,9446.665453172722,0.15375146165977321,0.0,0.19999999999999996,0.6,0.14668729095421953,normal,0
60,32,0.5333333333333333,31,3,8,0.0967741935483871,0.25806451612903225,0.98,0.4732002390493209,0.27583670884998107,0.20088059868491484,0.0578197034073708,0.9421802965926293,120.0,0.8161929075660683,0.5493107606094775,0.03125,0.90625,0.3992982965115665,sequential_spray,1
60,34,0.5666666666666667,34,11,12,0.3235294117647059,0.35294117647058826,0.23501958183368135,0.40320991929010774,0.6328740324838845,0.13436897839715425,0.15098938658675132,0.8490106134132487,3336.652375533402,0.887488854968688,0.0,0.0,0.6764705882352942,0.4562543995867508,sms_pumping,1
